entry_time,pips,final_stop,side
2015-01-07 15:37,-121.82708902357717,1213.3107291097642,long
2015-01-09 13:14,-170.72261491982772,1210.8547738508016,long
2015-01-13 13:09,-95.57722933366222,1239.2422277066635,long
2015-01-13 14:20,-147.09254488498118,1237.9900745511502,long
2015-01-15 14:37,78.13293700610302,1255.630329370061,long
2015-01-16 13:06,268.14145158132305,1265.7884145158132,long
2015-01-23 15:59,-42.0940468053459,1290.2800595319466,long
2015-01-28 13:13,-172.73859468987212,1290.4006140531012,long
2015-01-28 14:38,-171.54501033073757,1285.3375498966927,long
2015-02-09 13:15,-139.71371594616357,1238.9718628405383,long
2015-02-16 13:17,-62.03836152594704,1232.4806163847406,long
2015-02-16 14:43,-74.72346675642711,1231.1837653324358,long
2015-02-16 15:12,76.56403348762524,1231.7296403348762,long
2015-03-19 13:03,-38.43407470119473,1163.696659252988,long
2015-03-19 14:19,-191.13671961029013,1165.150632803897,long
2015-03-20 13:15,805.9774436514317,1181.1477744365143,long
2015-03-20 15:53,158.08997692699904,1185.30989976927,long
2015-03-23 13:14,-117.58533135032394,1183.0441466864968,long
2015-03-24 14:08,3.2823632945564896,1189.5348236329455,long
2015-03-26 15:24,-159.5160184318047,1204.097839815682,long
2015-03-27 13:02,-225.75693233593483,1199.4444306766406,long
2015-03-27 14:13,-82.53092376137374,1198.8416907623862,long
2015-04-02 13:33,-67.37265976180424,1202.867273402382,long
2015-04-02 15:18,72.86841445813934,1198.5776841445813,long
2015-04-06 15:03,-121.4553068926989,1222.123446931073,long
2015-04-10 14:24,-133.56722292439827,1207.222327770756,long
2015-04-17 13:48,127.31907410698113,1204.5611907410698,long
2015-04-21 15:12,-54.0662963906243,1197.7393370360937,long
2015-04-22 13:49,-129.50311218301067,1196.38596887817,long
2015-04-27 13:16,-151.55064099562878,1185.1134935900436,long
2015-04-27 14:02,1488.3076665868657,1205.2410766658686,long
2015-04-29 15:02,-150.18405071621146,1209.178159492838,long
2015-05-04 14:10,52.67606021436677,1190.4577606021437,long
2015-05-04 15:45,4.467305620164552,1190.7426730562017,long
2015-05-05 13:53,-193.25386197749594,1197.216461380225,long
2015-05-05 14:23,-121.22705459551071,1197.335729454045,long
2015-05-12 13:47,-184.50927884719022,1190.243907211528,long
2015-05-13 15:34,-28.196657464309283,1214.852033425357,long
2015-05-18 14:13,151.0004151928115,1227.339004151928,long
2015-05-22 14:35,-139.6449923616501,1205.3945500763834,long
2015-06-03 13:03,-188.52042787141272,1189.3937957212859,long
2015-06-09 13:04,-99.2045483813854,1179.2779545161861,long
2015-06-15 13:18,71.19847041608409,1181.9829847041608,long
2015-06-15 15:24,538.7559230051465,1187.9455592300515,long
2015-06-18 15:09,56.146779465461805,1203.8624677946545,long
2015-06-19 15:47,120.20274089479699,1202.200027408948,long
2015-07-23 13:42,-46.30539197883081,1096.7749460802117,long
2015-08-04 14:08,-117.17970133172457,1091.1292029866827,long
2015-08-04 14:58,-40.124488909009415,1091.5907551109099,long
2015-08-07 13:12,955.6384108512248,1096.8053841085123,long
2015-08-12 13:07,-174.7690052794269,1117.2013099472058,long
2015-08-17 13:23,-129.77295451621558,1119.631270454838,long
2015-08-17 15:20,-21.323655847459122,1118.8987634415255,long
2015-08-18 14:29,261.6472083485178,1115.6954720834851,long
2015-08-19 14:47,172.79977682187564,1128.8659977682187,long
2015-09-02 13:13,-5.583601378930325,1138.0521639862106,long
2015-09-08 13:10,-98.46802074241623,1122.203319792576,long
2015-09-17 13:15,8.955086920013855,1117.4505508692002,long
2015-10-07 13:40,-219.22134988753896,1145.3567865011246,long
2015-10-07 14:29,198.17132851137558,1146.5097132851138,long
2015-10-09 14:13,346.1305678072449,1157.5793056780724,long
2015-10-12 13:22,-232.9413387550403,1164.4805866124495,long
2015-10-14 14:13,186.13636802476776,1177.1993636802476,long
2015-10-15 13:08,-67.18315010627975,1180.8101684989372,long
2015-10-15 14:05,-274.39363771702574,1181.9270636228298,long
2015-10-21 14:57,-62.017128910520114,1165.7278287108948,long
2015-10-26 13:22,-213.29294779000065,1165.7060705221,long
2015-10-26 14:04,-212.78175141801512,1166.6901824858198,long
2015-10-27 13:44,-0.06785496129850799,1166.298321450387,long
2015-11-09 13:02,-55.380835719802235,1093.645191642802,long
2015-11-13 13:32,-397.0528824810117,1082.88147117519,long
2015-11-13 15:49,-44.93163246743279,1081.9626836753257,long
2015-11-20 13:08,-1.3291451196437265,1084.5957085488035,long
2015-12-01 14:14,-116.76896420335652,1067.8803103579664,long
2015-12-04 13:59,1609.364984226545,1084.4326498422654,long
2015-12-09 13:09,-170.12418650608652,1078.196758134939,long
2015-12-21 13:25,582.2651161882277,1077.7446511618823,long
2015-12-22 13:04,-38.31368592668696,1078.878863140733,long
2015-12-22 14:28,-104.1774942928214,1076.2362250570718,long
2016-01-04 13:23,443.1891866926435,1080.7508918669264,long
2016-01-05 13:08,-232.23243579579957,1079.509675642042,long
2016-01-05 14:22,-159.79778153646294,1076.2340221846355,long
2016-01-06 13:22,200.15133540050556,1089.472513354005,long
2016-01-21 14:10,-242.40873129815554,1096.6749126870184,long
2016-01-25 13:22,82.41252538921344,1105.913125253892,long
2016-01-27 14:41,-111.24703923590005,1116.265529607641,long
2016-01-28 13:32,-21.310426219361034,1119.9148957378063,long
2016-02-01 13:58,293.0757986812978,1125.539757986813,long
2016-02-02 13:53,128.91456771178582,1128.2791456771179,long
2016-02-03 13:22,-185.25323180776923,1129.0394676819224,long
2016-02-03 14:17,676.4230344718271,1135.5322303447183,long
