Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,1714.0,6.0,1708.0,0.34133489461358313,15565.0,1.0835861772682114,9.081096849474912
14,1510.0,1.0,1509.0,0.35255135851557323,5729.0,1.0360183077870966,3.7940397350993376
15,1482.0,0.0,1482.0,0.3697705802968961,2694.0,1.020700147528891,1.8178137651821862
