Weekday,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
Monday,988.0,3.0,985.0,0.35634517766497464,1933.0,1.0211728881878723,1.9564777327935223
Tuesday,958.0,1.0,957.0,0.36468129571577845,19616.0,1.1998288578297542,20.47599164926931
Wednesday,935.0,0.0,935.0,0.3411764705882353,-8723.0,0.9070696524833273,-9.329411764705883
Thursday,940.0,3.0,937.0,0.3575240128068303,-4004.0,0.9588400374181478,-4.259574468085106
Friday,875.0,0.0,875.0,0.35085714285714287,15238.0,1.1613989747066051,17.414857142857144
Saturday,7.0,0.0,7.0,0.14285714285714285,-106.0,0.3116883116883117,-15.142857142857142
Sunday,3.0,0.0,3.0,0.3333333333333333,34.0,1.1382113821138211,11.333333333333334
