YearMonth,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
2015-01,34.0,0.0,34.0,0.35294117647058826,1413.0,1.3537806710065097,41.55882352941177
2015-02,31.0,0.0,31.0,0.3548387096774194,3662.0,2.441732283464567,118.12903225806451
2015-03,49.0,0.0,49.0,0.3673469387755102,-301.0,0.9227809132888661,-6.142857142857143
2015-04,36.0,0.0,36.0,0.3611111111111111,1406.0,1.5449612403100774,39.05555555555556
2015-05,41.0,0.0,41.0,0.3902439024390244,-1285.0,0.587082262210797,-31.341463414634145
2015-06,36.0,0.0,36.0,0.3888888888888889,867.0,1.4621535181236673,24.083333333333332
2015-07,29.0,0.0,29.0,0.3793103448275862,283.0,1.1214071214071215,9.758620689655173
2015-08,25.0,0.0,25.0,0.32,298.0,1.138347260909935,11.92
2015-09,30.0,0.0,30.0,0.3333333333333333,-921.0,0.5383458646616541,-30.7
2015-10,40.0,1.0,39.0,0.20512820512820512,-1962.0,0.5299472927647341,-49.05
2015-11,34.0,0.0,34.0,0.29411764705882354,-201.0,0.9195678271308524,-5.911764705882353
2015-12,28.0,0.0,28.0,0.35714285714285715,742.0,1.3582810236600675,26.5
2016-01,28.0,0.0,28.0,0.5,955.0,1.5770392749244713,34.107142857142854
2016-02,39.0,0.0,39.0,0.48717948717948717,5239.0,2.584694494857834,134.33333333333334
2016-03,38.0,0.0,38.0,0.23684210526315788,-2712.0,0.37425011536686664,-71.36842105263158
2016-04,31.0,0.0,31.0,0.41935483870967744,-1191.0,0.6293183940242764,-38.41935483870968
2016-05,30.0,0.0,30.0,0.36666666666666664,-1113.0,0.6230951574669827,-37.1
2016-06,29.0,0.0,29.0,0.4827586206896552,882.0,1.4516129032258065,30.413793103448278
2016-07,37.0,0.0,37.0,0.4594594594594595,1296.0,1.4894259818731117,35.027027027027025
2016-08,29.0,0.0,29.0,0.27586206896551724,-1316.0,0.5425790754257908,-45.37931034482759
2016-09,41.0,0.0,41.0,0.36585365853658536,571.0,1.2029861357980804,13.926829268292684
2016-10,33.0,0.0,33.0,0.6060606060606061,2463.0,2.6904598490048044,74.63636363636364
2016-11,47.0,0.0,47.0,0.2978723404255319,-1521.0,0.7076124567474048,-32.361702127659576
2016-12,44.0,0.0,44.0,0.38636363636363635,2307.0,1.7485399091499028,52.43181818181818
2017-01,31.0,0.0,31.0,0.3870967741935484,1542.0,1.7297681022243256,49.74193548387097
2017-02,40.0,0.0,40.0,0.45,12.0,1.0067681895093064,0.3
2017-03,64.0,1.0,63.0,0.2857142857142857,-2033.0,0.5443747198565666,-31.765625
2017-04,41.0,1.0,40.0,0.275,-1412.0,0.5731559854897219,-34.4390243902439
2017-05,30.0,0.0,30.0,0.26666666666666666,-191.0,0.8955713504647348,-6.366666666666666
2017-06,44.0,0.0,44.0,0.36363636363636365,-380.0,0.8322295805739515,-8.636363636363637
2017-07,38.0,1.0,37.0,0.40540540540540543,1651.0,2.1162947937795806,43.44736842105263
2017-08,32.0,0.0,32.0,0.25,100.0,1.043802014892685,3.125
2017-09,35.0,0.0,35.0,0.45714285714285713,-723.0,0.6448919449901768,-20.65714285714286
2017-10,37.0,1.0,36.0,0.3333333333333333,257.0,1.1443009545199325,6.945945945945946
2017-11,34.0,0.0,34.0,0.29411764705882354,850.0,1.3665373005605865,25.0
2017-12,43.0,0.0,43.0,0.2558139534883721,-1401.0,0.5536795157693533,-32.58139534883721
2018-01,48.0,0.0,48.0,0.22916666666666666,-1848.0,0.5244467318579517,-38.5
2018-02,38.0,0.0,38.0,0.3157894736842105,1905.0,1.6897175959449675,50.13157894736842
2018-03,35.0,0.0,35.0,0.37142857142857144,-111.0,0.9534200587494754,-3.1714285714285713
2018-04,34.0,0.0,34.0,0.17647058823529413,-552.0,0.8046017699115044,-16.235294117647058
2018-05,32.0,0.0,32.0,0.375,-216.0,0.8701142513529766,-6.75
2018-06,25.0,0.0,25.0,0.32,-710.0,0.49823321554770317,-28.4
2018-07,37.0,0.0,37.0,0.32432432432432434,-269.0,0.8564567769477054,-7.27027027027027
2018-08,31.0,0.0,31.0,0.45161290322580644,1080.0,2.022727272727273,34.83870967741935
2018-09,36.0,0.0,36.0,0.3055555555555556,105.0,1.0458715596330275,2.9166666666666665
2018-10,47.0,0.0,47.0,0.2765957446808511,-976.0,0.7288135593220338,-20.76595744680851
2018-11,46.0,0.0,46.0,0.3695652173913043,757.0,1.311522633744856,16.456521739130434
2018-12,45.0,0.0,45.0,0.24444444444444444,-2079.0,0.36750836629145117,-46.2
2019-01,40.0,0.0,40.0,0.4,2371.0,1.9416203335980937,59.275
2019-02,44.0,0.0,44.0,0.3409090909090909,883.0,1.3686847599164926,20.068181818181817
2019-03,49.0,0.0,49.0,0.3469387755102041,827.0,1.3075492748233544,16.877551020408163
2019-04,36.0,0.0,36.0,0.4722222222222222,823.0,1.5182619647355164,22.86111111111111
2019-05,41.0,0.0,41.0,0.4146341463414634,75.0,1.0387596899224807,1.829268292682927
2019-06,28.0,1.0,27.0,0.37037037037037035,1021.0,1.5143576826196474,36.464285714285715
2019-07,32.0,0.0,32.0,0.34375,1017.0,1.4298393913778529,31.78125
2019-08,30.0,0.0,30.0,0.3333333333333333,26.0,1.0069481560662747,0.8666666666666667
2019-09,37.0,0.0,37.0,0.43243243243243246,4356.0,2.242796005706134,117.72972972972973
2019-10,37.0,0.0,37.0,0.35135135135135137,189.0,1.054766734279919,5.108108108108108
2019-11,43.0,0.0,43.0,0.37209302325581395,2726.0,1.8596657205928728,63.395348837209305
