Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,897.0,4.0,893.0,0.3393057110862262,20262.0,1.210300161913065,22.588628762541806
14,805.0,1.0,804.0,0.36318407960199006,8183.0,1.0981163295404133,10.165217391304347
15,788.0,0.0,788.0,0.3756345177664975,2980.0,1.0437533952928395,3.781725888324873
