YearMonth,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
2020-09,14.0,0.0,14.0,0.2857142857142857,1144.0,1.5939771547248183,81.71428571428571
2020-10,29.0,0.0,29.0,0.3448275862068966,-717.0,0.8316506222117868,-24.724137931034484
2020-11,18.0,0.0,18.0,0.3888888888888889,-826.0,0.6692030436523828,-45.888888888888886
2020-12,29.0,0.0,29.0,0.3103448275862069,-559.0,0.8651387213510253,-19.275862068965516
2021-01,13.0,0.0,13.0,0.3076923076923077,311.0,1.1491606714628297,23.923076923076923
2021-02,15.0,0.0,15.0,0.4666666666666667,857.0,1.4330469934310257,57.13333333333333
2021-03,12.0,0.0,12.0,0.25,-955.0,0.5570500927643784,-79.58333333333333
2021-04,26.0,0.0,26.0,0.34615384615384615,170.0,1.05359394703657,6.538461538461538
2021-05,28.0,0.0,28.0,0.2857142857142857,-407.0,0.8800117924528302,-14.535714285714286
2021-06,5.0,0.0,5.0,0.6,940.0,4.76,188.0
2021-07,25.0,0.0,25.0,0.24,-1721.0,0.41581805838424984,-68.84
2021-08,23.0,0.0,23.0,0.34782608695652173,-37.0,0.9835920177383592,-1.608695652173913
2021-09,15.0,0.0,15.0,0.4666666666666667,-359.0,0.7546138072453862,-23.933333333333334
2021-10,18.0,0.0,18.0,0.4444444444444444,4527.0,3.530463946338737,251.5
2021-11,24.0,0.0,24.0,0.375,1576.0,1.5225464190981433,65.66666666666667
2021-12,34.0,0.0,34.0,0.38235294117647056,-162.0,0.9499381953028431,-4.764705882352941
2022-01,10.0,0.0,10.0,0.3,-828.0,0.46649484536082475,-82.8
2022-02,24.0,0.0,24.0,0.20833333333333334,-2537.0,0.25948628137769997,-105.70833333333333
2022-03,21.0,0.0,21.0,0.38095238095238093,-1543.0,0.5409104433204404,-73.47619047619048
2022-04,19.0,0.0,19.0,0.5263157894736842,-211.0,0.8907301916105644,-11.105263157894736
2022-05,19.0,0.0,19.0,0.47368421052631576,631.0,1.2905156537753222,33.21052631578947
2022-06,10.0,0.0,10.0,0.3,99.0,1.1035564853556485,9.9
2022-07,12.0,1.0,11.0,0.09090909090909091,-808.0,0.32610508757297746,-67.33333333333333
2022-08,24.0,0.0,24.0,0.375,-1043.0,0.5991544965411222,-43.458333333333336
2022-09,20.0,0.0,20.0,0.4,-925.0,0.5932277924362357,-46.25
2022-10,19.0,0.0,19.0,0.3684210526315789,-2320.0,0.2027491408934708,-122.10526315789474
2022-11,15.0,0.0,15.0,0.4666666666666667,1113.0,1.8954143201930813,74.2
2022-12,25.0,0.0,25.0,0.48,7557.0,3.549595141700405,302.28
2023-01,18.0,0.0,18.0,0.5555555555555556,2934.0,2.609434997257268,163.0
2023-02,11.0,0.0,11.0,0.2727272727272727,281.0,1.2015781922525108,25.545454545454547
2023-03,29.0,0.0,29.0,0.3103448275862069,790.0,1.188005711565921,27.24137931034483
2023-04,14.0,0.0,14.0,0.35714285714285715,1950.0,2.2164691203992515,139.28571428571428
2023-05,20.0,0.0,20.0,0.45,1855.0,2.0879765395894427,92.75
2023-06,13.0,0.0,13.0,0.46153846153846156,546.0,1.3729508196721312,42.0
2023-07,38.0,0.0,38.0,0.3684210526315789,-268.0,0.933083645443196,-7.052631578947368
2023-08,11.0,0.0,11.0,0.45454545454545453,904.0,1.8007085916740477,82.18181818181819
2023-09,15.0,0.0,15.0,0.2,-532.0,0.5681818181818182,-35.46666666666667
2023-10,30.0,0.0,30.0,0.36666666666666664,-1108.0,0.715605749486653,-36.93333333333333
2023-11,28.0,0.0,28.0,0.39285714285714285,-801.0,0.7767558528428093,-28.607142857142858
2023-12,22.0,0.0,22.0,0.45454545454545453,662.0,1.2626984126984127,30.09090909090909
2024-01,21.0,0.0,21.0,0.3333333333333333,14.0,1.004734528238079,0.6666666666666666
2024-02,21.0,0.0,21.0,0.3333333333333333,-781.0,0.6219748305905131,-37.19047619047619
2024-03,16.0,0.0,16.0,0.5,804.0,1.6090909090909091,50.25
2024-04,11.0,0.0,11.0,0.36363636363636365,-502.0,0.6929663608562691,-45.63636363636363
2024-05,9.0,0.0,9.0,0.3333333333333333,-299.0,0.6655480984340044,-33.22222222222222
2024-06,10.0,0.0,10.0,0.2,-965.0,0.5310981535471332,-96.5
2024-07,27.0,0.0,27.0,0.3333333333333333,-1439.0,0.6697268762910259,-53.2962962962963
2024-08,18.0,0.0,18.0,0.2777777777777778,-1760.0,0.2954363490792634,-97.77777777777777
2024-09,23.0,0.0,23.0,0.391304347826087,-504.0,0.852975495915986,-21.91304347826087
2024-10,28.0,0.0,28.0,0.5714285714285714,4133.0,2.2847373329188687,147.60714285714286
2024-11,19.0,0.0,19.0,0.3684210526315789,-151.0,0.9523809523809523,-7.947368421052632
2024-12,12.0,0.0,12.0,0.5833333333333334,3284.0,4.3890608875129,273.6666666666667
2025-01,40.0,0.0,40.0,0.375,12.0,1.0020643385515224,0.3
2025-02,15.0,0.0,15.0,0.3333333333333333,261.0,1.0958501652589057,17.4
2025-03,16.0,0.0,16.0,0.4375,545.0,1.2286073825503356,34.0625
2025-04,2.0,0.0,2.0,0.0,-862.0,0.0,-431.0
2025-05,5.0,0.0,5.0,0.0,-1133.0,0.0,-226.6
2025-06,4.0,0.0,4.0,0.25,-638.0,0.38476374156219867,-159.5
2025-07,10.0,0.0,10.0,0.2,2725.0,3.6405038759689923,272.5
2025-08,23.0,0.0,23.0,0.5217391304347826,2992.0,3.9653121902874133,130.08695652173913
2025-09,35.0,0.0,35.0,0.34285714285714286,236.0,1.0496215306980656,6.742857142857143
2025-10,10.0,0.0,10.0,0.4,-537.0,0.6719609040928528,-53.7
