YearMonth,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
2021-01,9.0,0.0,9.0,0.4444444444444444,-406.0,0.7360208062418726,-45.111111111111114
2021-02,5.0,0.0,5.0,0.2,-922.0,0.21996615905245348,-184.4
2021-03,21.0,0.0,21.0,0.3333333333333333,-84.0,0.967654986522911,-4.0
2021-04,7.0,0.0,7.0,0.5714285714285714,290.0,1.518783542039356,41.42857142857143
2021-05,5.0,0.0,5.0,0.4,111.0,1.247216035634744,22.2
2021-06,13.0,0.0,13.0,0.3076923076923077,-231.0,0.8837443381982889,-17.76923076923077
2021-07,8.0,0.0,8.0,0.25,-296.0,0.6779107725788901,-37.0
2021-08,9.0,0.0,9.0,0.5555555555555556,713.0,2.0689655172413794,79.22222222222223
2021-09,6.0,0.0,6.0,0.6666666666666666,1060.0,5.076923076923077,176.66666666666666
2021-10,7.0,0.0,7.0,0.2857142857142857,-607.0,0.26867469879518074,-86.71428571428571
2021-11,11.0,0.0,11.0,0.09090909090909091,-2088.0,0.020637898686679174,-189.8181818181818
2021-12,13.0,0.0,13.0,0.15384615384615385,-1994.0,0.19074675324675325,-153.3846153846154
2022-01,11.0,0.0,11.0,0.36363636363636365,-1448.0,0.09894212818917238,-131.63636363636363
2022-02,4.0,0.0,4.0,0.5,170.0,1.3148148148148149,42.5
2022-03,8.0,0.0,8.0,0.375,968.0,1.7469135802469136,121.0
2022-04,6.0,0.0,6.0,0.5,178.0,1.3106457242582896,29.666666666666668
2022-05,15.0,0.0,15.0,0.2,-1260.0,0.48508377605230896,-84.0
2022-06,8.0,0.0,8.0,0.5,4214.0,6.409499358151476,526.75
2022-07,7.0,0.0,7.0,0.2857142857142857,-970.0,0.10763569457221711,-138.57142857142858
2022-08,11.0,0.0,11.0,0.36363636363636365,763.0,1.8872093023255814,69.36363636363636
2022-09,12.0,0.0,12.0,0.3333333333333333,277.0,1.2051851851851851,23.083333333333332
2022-10,8.0,0.0,8.0,0.125,-1171.0,0.049512987012987016,-146.375
2022-11,3.0,0.0,3.0,0.6666666666666666,70.0,1.2397260273972603,23.333333333333332
2022-12,9.0,0.0,9.0,0.4444444444444444,-20.0,0.9846625766871165,-2.2222222222222223
2023-01,5.0,0.0,5.0,0.2,-876.0,0.07497360084477296,-175.2
2023-02,14.0,0.0,14.0,0.21428571428571427,-1244.0,0.5121568627450981,-88.85714285714286
2023-03,4.0,0.0,4.0,0.0,-874.0,0.0,-218.5
2023-04,6.0,0.0,6.0,0.5,575.0,1.7125154894671624,95.83333333333333
2023-05,9.0,0.0,9.0,0.5555555555555556,193.0,1.3063492063492064,21.444444444444443
2023-06,12.0,0.0,12.0,0.4166666666666667,590.0,1.6165099268547545,49.166666666666664
2023-07,7.0,0.0,7.0,0.2857142857142857,42.0,1.0521739130434782,6.0
2023-08,13.0,0.0,13.0,0.3076923076923077,-631.0,0.48405560098119377,-48.53846153846154
2023-09,13.0,0.0,13.0,0.23076923076923078,-800.0,0.5151515151515151,-61.53846153846154
2023-10,10.0,0.0,10.0,0.2,-818.0,0.30501274426508074,-81.8
2023-11,5.0,0.0,5.0,0.8,2418.0,20.344,483.6
2023-12,14.0,0.0,14.0,0.21428571428571427,-827.0,0.5466008771929824,-59.07142857142857
2024-01,9.0,0.0,9.0,0.3333333333333333,-710.0,0.32573599240265905,-78.88888888888889
2024-02,4.0,0.0,4.0,0.25,-546.0,0.1305732484076433,-136.5
2024-03,4.0,0.0,4.0,0.5,435.0,3.0714285714285716,108.75
2024-04,5.0,0.0,5.0,0.2,-16.0,0.9784656796769852,-3.2
2024-05,14.0,0.0,14.0,0.35714285714285715,-624.0,0.6442417331812998,-44.57142857142857
2024-06,9.0,0.0,9.0,0.3333333333333333,-767.0,0.5710290827740492,-85.22222222222223
2024-07,4.0,0.0,4.0,0.25,-839.0,0.15252525252525254,-209.75
2024-08,4.0,0.0,4.0,0.5,-368.0,0.3284671532846715,-92.0
2024-09,2.0,0.0,2.0,0.0,-723.0,0.0,-361.5
2024-10,4.0,0.0,4.0,0.25,-317.0,0.5204236006051437,-79.25
2024-11,6.0,0.0,6.0,0.3333333333333333,-1153.0,0.09780907668231612,-192.16666666666666
2024-12,14.0,0.0,14.0,0.07142857142857142,-1942.0,0.3135383527748321,-138.71428571428572
2025-01,4.0,0.0,4.0,0.25,-199.0,0.647787610619469,-49.75
2025-02,3.0,0.0,3.0,0.3333333333333333,724.0,2.8854166666666665,241.33333333333334
2025-03,4.0,0.0,4.0,0.0,-1255.0,0.0,-313.75
2025-04,3.0,0.0,3.0,0.6666666666666666,934.0,2.9297520661157024,311.3333333333333
2025-05,4.0,0.0,4.0,0.0,-684.0,0.0,-171.0
2025-06,4.0,0.0,4.0,0.75,388.0,1.8798185941043084,97.0
2025-07,14.0,0.0,14.0,0.14285714285714285,-1978.0,0.25302114803625375,-141.28571428571428
2025-08,12.0,0.0,12.0,0.3333333333333333,-216.0,0.6156583629893239,-18.0
2025-09,4.0,0.0,4.0,0.25,-149.0,0.10778443113772455,-37.25
