Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,405.0,2.0,403.0,0.315136476426799,-10309.0,0.7761638005905854,-25.45432098765432
14,353.0,0.0,353.0,0.3314447592067989,-4185.0,0.8948228198039708,-11.855524079320114
15,348.0,0.0,348.0,0.3505747126436782,-13.0,0.9995748716439387,-0.03735632183908046
