feature,bin,count,win_rate,pf,avg_pips,is_secondary
side_encoded,"(-1.001, 1.0]",2490,0.3586345381526104,1.1267430633682354,12.616605141771409,False
entry_dist_stop_atr,"(0.545, 3.256]",498,0.3313253012048193,1.0314409243779232,3.3128408779278864,False
entry_dist_stop_atr,"(3.256, 3.569]",498,0.3714859437751004,0.9344916008163039,-6.594305073850687,False
entry_dist_stop_atr,"(3.569, 3.803]",498,0.3433734939759036,1.2935182226077677,28.93771635187681,False
entry_dist_stop_atr,"(3.803, 4.064]",498,0.3815261044176707,1.1507899165276532,14.198027169393171,False
entry_dist_stop_atr,"(4.064, 5.906]",498,0.3654618473895582,1.2347613894012457,23.228746383509872,False
entry_upper_wick_pct,"(-0.001, 0.00846]",498,0.3795180722891566,1.1188115496059736,10.974899844772944,False
entry_upper_wick_pct,"(0.00846, 0.107]",498,0.3473895582329317,1.1505508449761417,15.196087039864604,False
entry_upper_wick_pct,"(0.107, 0.239]",498,0.357429718875502,1.2191245994044015,23.19242861165463,False
entry_upper_wick_pct,"(0.239, 0.431]",498,0.3473895582329317,0.9886494368442831,-1.1628320535476233,False
entry_upper_wick_pct,"(0.431, 0.995]",498,0.3614457831325301,1.1548215555599872,14.882442266112488,False
entry_lower_wick_pct,"(-0.001, 0.00199]",498,0.3795180722891566,1.0536696781695511,5.300434005692088,False
entry_lower_wick_pct,"(0.00199, 0.109]",498,0.3815261044176707,1.3844815408827853,34.83722862580763,False
entry_lower_wick_pct,"(0.109, 0.245]",498,0.3493975903614458,1.2167901209315883,21.71924609634693,False
entry_lower_wick_pct,"(0.245, 0.453]",498,0.3393574297188755,1.077726178912589,7.9655009553105165,False
entry_lower_wick_pct,"(0.453, 0.987]",498,0.3433734939759036,0.9362331537054881,-6.739383974300118,False
side_x_relevant_wick,"(-0.978, -0.205]",498,0.3473895582329317,1.0405932647402647,4.26649344829728,False
side_x_relevant_wick,"(-0.205, 0.0]",1012,0.3557312252964427,1.0661335978569049,6.767992028428329,False
