feature,mutual_info,corr,auc,is_secondary
side_encoded,0.01897496809266408,0.021596271978775915,0.5112553563126832,False
entry_dist_stop_atr,0.017858957716865742,0.030776155978627446,0.5175949305844315,False
entry_upper_wick_pct,0.016392351437884756,-0.007108350780839381,0.4924476955321463,False
entry_lower_wick_pct,0.014030225712078126,-0.03722813788930233,0.4753362442597787,False
side_x_relevant_wick,0.010774018126785245,0.0050408156133616945,0.507719541329242,False
recent_range_atr,0.0069462934426300915,-0.007635424843231843,0.495623442891592,False
relevant_wick,0.006306894153281117,-0.040238727885230016,0.47725753985811864,False
recent_body_atr,0.005147516248264372,-5.7141501432251394e-05,0.4970623109820274,False
recent_momentum,0.0013237024403529585,0.019953120413620604,0.5104005901322538,False
hour,0.0,0.030674416339726087,0.5174441719882115,False
dow,0.0,0.002368261873295659,0.5017267118287998,False
atr14,0.0,0.04034257504783845,0.526365224269189,False
entry_body_pct,0.0,0.036298275270822834,0.5215966948106086,False
entry_range_atr,0.0,0.010324715981730999,0.5052095860028707,False
side_x_body,0.0,0.018615663019862602,0.5110144931601176,False
