Weekday,Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
Tuesday,13,35.0,1.0,34.0,0.4411764705882353,5314.0,3.6023506366307543,151.82857142857142
Wednesday,13,33.0,0.0,33.0,0.36363636363636365,5521.0,2.60587550901687,167.3030303030303
Friday,13,35.0,0.0,35.0,0.37142857142857144,2855.0,1.781763417305586,81.57142857142857
