Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,412.0,0.0,412.0,0.36893203883495146,4669.0,1.1053332130126787,11.33252427184466
14,352.0,0.0,352.0,0.3494318181818182,1842.0,1.051515829511131,5.232954545454546
15,346.0,0.0,346.0,0.37572254335260113,-274.0,0.9912896970467623,-0.791907514450867
