Month,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
January,22.0,0.0,22.0,0.4090909090909091,1808.0,1.8297384121156495,82.18181818181819
February,13.0,0.0,13.0,0.5384615384615384,2585.0,3.6243654822335025,198.84615384615384
October,12.0,1.0,11.0,0.2727272727272727,2897.0,4.247757847533633,241.41666666666666
December,21.0,0.0,21.0,0.38095238095238093,3545.0,3.4894662921348316,168.8095238095238
