feature,bin,count,win_rate,pf,avg_pips,is_secondary
entry_dist_stop_atr,"(-0.000663, 0.252]",498,0.41566265060240964,0.6555382123251203,-8.368984106675542,False
entry_dist_stop_atr,"(0.252, 0.478]",498,0.30120481927710846,0.41376592296340997,-45.9403720763728,False
entry_dist_stop_atr,"(0.478, 0.734]",498,0.2248995983935743,0.30428400751744505,-88.9296536437236,False
entry_dist_stop_atr,"(0.734, 1.06]",498,0.2248995983935743,0.3376568232078216,-110.25081465570054,False
entry_dist_stop_atr,"(1.06, 18.396]",498,0.6265060240963856,4.141156698638025,316.57285019132956,False
side_x_body,"(-1.001, -0.555]",498,0.45180722891566266,1.6791252174912936,61.80534056646327,False
side_x_body,"(-0.555, -0.204]",498,0.27710843373493976,0.7487581185930924,-27.593174886959766,False
side_x_body,"(-0.204, 0.246]",498,0.26506024096385544,0.5941777662509505,-47.53620451470714,False
side_x_body,"(0.246, 0.6]",498,0.285140562248996,0.6521977585861755,-37.445385929866134,False
side_x_body,"(0.6, 1.0]",498,0.5140562248995983,2.5792906069915316,113.85245047392682,False
entry_body_pct,"(-0.001, 0.227]",498,0.28313253012048195,0.6098964491349783,-44.16740395269085,False
entry_body_pct,"(0.227, 0.411]",498,0.26706827309236947,0.64888320285819,-39.56704163137558,False
entry_body_pct,"(0.411, 0.576]",498,0.28313253012048195,0.7465127377716071,-26.999870614375194,False
entry_body_pct,"(0.576, 0.752]",498,0.42168674698795183,1.4752588833029217,44.13737674932686,False
entry_body_pct,"(0.752, 1.0]",498,0.5381526104417671,2.790393361054978,129.6799651579718,False
side_x_relevant_wick,"(-0.945, -0.188]",498,0.2791164658634538,0.7389546216928122,-27.62079550870679,False
side_x_relevant_wick,"(-0.188, -0.0304]",498,0.36947791164658633,1.1059303787484633,11.532364277006964,False
side_x_relevant_wick,"(-0.0304, 0.0416]",498,0.4457831325301205,1.8201964138070201,66.96631738844707,False
side_x_relevant_wick,"(0.0416, 0.208]",498,0.39156626506024095,1.4128337419782335,37.82783574651245,False
side_x_relevant_wick,"(0.208, 0.894]",498,0.3072289156626506,0.7665815253494721,-25.622696194402643,False
side_encoded,"(-1.001, 1.0]",2490,0.3586345381526104,1.1267430633682354,12.616605141771409,False
entry_lower_wick_pct,"(-0.001, 0.0598]",498,0.40963855421686746,1.5708849929639912,52.153763819632445,False
