Date,Market,Result,Pip,Trend,Price 13:00,Price 16:00,Open Price
05-01-2015,XAUUSD,Loss,-192,Downtrend,,,
05-06-2015,XAUUSD,Profit,295,Downtrend,,,
05-07-2015,XAUUSD,Loss,-171,Downtrend,,,
05-08-2015,XAUUSD,Profit,251,Downtrend,,,
05-20-2015,XAUUSD,Loss,-81,Downtrend,,,
05-20-2015,XAUUSD,Profit,25,Downtrend,,,
05-28-2015,XAUUSD,Profit,102,Downtrend,,,
05-29-2015,XAUUSD,Profit,74,Downtrend,,,
06-01-2015,XAUUSD,Loss,-92,Downtrend,,,
06-01-2015,XAUUSD,Profit,511,Downtrend,,,
06-05-2015,XAUUSD,Profit,30,Downtrend,,,
06-11-2015,XAUUSD,Loss,-50,Downtrend,,,
06-12-2015,XAUUSD,Profit,10,Downtrend,,,
06-16-2015,XAUUSD,Loss,-79,Downtrend,,,
06-17-2015,XAUUSD,Loss,-69,Downtrend,,,
06-17-2015,XAUUSD,Loss,-61,Downtrend,,,
06-22-2015,XAUUSD,Profit,134,Downtrend,,,
06-24-2015,XAUUSD,Loss,-65,Downtrend,,,
06-25-2015,XAUUSD,Loss,-97,Downtrend,,,
06-25-2015,XAUUSD,Loss,-70,Downtrend,,,
06-26-2015,XAUUSD,Loss,-103,Downtrend,,,
07-01-2015,XAUUSD,Loss,-128,Downtrend,,,
07-02-2015,XAUUSD,Profit,73,Downtrend,,,
07-08-2015,XAUUSD,Loss,-135,Downtrend,,,
07-14-2015,XAUUSD,Profit,66,Downtrend,,,
07-14-2015,XAUUSD,Loss,-74,Downtrend,,,
07-16-2015,XAUUSD,Profit,24,Downtrend,,,
07-20-2015,XAUUSD,Profit,344,Downtrend,,,
07-21-2015,XAUUSD,Loss,-160,Downtrend,,,
07-21-2015,XAUUSD,Profit,45,Downtrend,,,
07-22-2015,XAUUSD,Loss,-133,Downtrend,,,
07-22-2015,XAUUSD,Loss,-176,Downtrend,,,
07-24-2015,XAUUSD,Loss,-152,Downtrend,,,
07-28-2015,XAUUSD,Loss,-43,Downtrend,,,
07-31-2015,XAUUSD,Profit,286,Downtrend,,,
08-03-2015,XAUUSD,Loss,-152,Downtrend,,,
08-28-2015,XAUUSD,Profit,373,Downtrend,,,
08-31-2015,XAUUSD,Loss,-146,Downtrend,,,
09-07-2015,XAUUSD,Profit,12,Downtrend,,,
09-10-2015,XAUUSD,Loss,-56,Downtrend,,,
09-10-2015,XAUUSD,Loss,-63,Downtrend,,,
09-11-2015,XAUUSD,Profit,237,Downtrend,,,
09-14-2015,XAUUSD,Loss,-129,Downtrend,,,
09-21-2015,XAUUSD,Loss,-22,Downtrend,,,
09-28-2015,XAUUSD,Loss,-10,Downtrend,,,
09-29-2015,XAUUSD,Loss,-121,Downtrend,,,
09-30-2015,XAUUSD,Loss,-90,Downtrend,,,
10-01-2015,XAUUSD,Loss,-161,Downtrend,,,
10-01-2015,XAUUSD,Loss,-50,Downtrend,,,
10-02-2015,XAUUSD,Profit,108,Downtrend,,,
10-16-2015,XAUUSD,Loss,-191,Downtrend,,,
10-19-2015,XAUUSD,Loss,-122,Downtrend,,,
10-22-2015,XAUUSD,Profit,65,Downtrend,,,
10-22-2015,XAUUSD,Loss,-168,Downtrend,,,
10-29-2015,XAUUSD,Profit,76,Downtrend,,,
10-30-2015,XAUUSD,Loss,-102,Downtrend,,,
11-03-2015,XAUUSD,Loss,-158,Downtrend,,,
11-04-2015,XAUUSD,Profit,149,Downtrend,,,
11-04-2015,XAUUSD,Profit,80,Downtrend,,,
11-05-2015,XAUUSD,Profit,41,Downtrend,,,
11-06-2015,XAUUSD,Loss,-76,Downtrend,,,
11-11-2015,XAUUSD,Profit,85,Downtrend,,,
11-12-2015,XAUUSD,Profit,291,Downtrend,,,
11-17-2015,XAUUSD,Loss,-110,Downtrend,,,
11-17-2015,XAUUSD,Profit,884,Downtrend,,,
11-19-2015,XAUUSD,Loss,-48,Downtrend,,,
11-25-2015,XAUUSD,Profit,267,Downtrend,,,
11-27-2015,XAUUSD,Loss,-138,Downtrend,,,
11-30-2015,XAUUSD,Loss,-69,Downtrend,,,
12-03-2015,XAUUSD,Loss,-46,Downtrend,,,
12-03-2015,XAUUSD,Profit,75,Downtrend,,,
12-07-2015,XAUUSD,Profit,287,Downtrend,,,
12-10-2015,XAUUSD,Profit,13,Downtrend,,,
12-11-2015,XAUUSD,Loss,-269,Downtrend,,,
12-14-2015,XAUUSD,Loss,-43,Downtrend,,,
12-15-2015,XAUUSD,Loss,-224,Downtrend,,,
12-16-2015,XAUUSD,Loss,-108,Downtrend,,,
12-18-2015,XAUUSD,Loss,-141,Downtrend,,,
12-18-2015,XAUUSD,Loss,-20,Downtrend,,,
12-23-2015,XAUUSD,Profit,57,Downtrend,,,
12-28-2015,XAUUSD,Profit,5,Downtrend,,,
01-11-2016,XAUUSD,Loss,-81,Downtrend,,,
01-11-2016,XAUUSD,Profit,104,Downtrend,,,
01-13-2016,XAUUSD,Loss,-166,Downtrend,,,
01-15-2016,XAUUSD,Profit,229,Downtrend,,,
01-29-2016,XAUUSD,Profit,99,Downtrend,,,
02-17-2016,XAUUSD,Loss,-126,Downtrend,,,
02-22-2016,XAUUSD,Loss,-38,Downtrend,,,
03-02-2016,XAUUSD,Loss,-331,Downtrend,,,
03-09-2016,XAUUSD,Profit,488,Downtrend,,,
03-15-2016,XAUUSD,Loss,-51,Downtrend,,,
03-16-2016,XAUUSD,Loss,-105,Downtrend,,,
03-18-2016,XAUUSD,Loss,-175,Downtrend,,,
03-23-2016,XAUUSD,Loss,-159,Downtrend,,,
04-01-2016,XAUUSD,Profit,72,Downtrend,,,
04-04-2016,XAUUSD,Profit,33,Downtrend,,,
04-04-2016,XAUUSD,Loss,-129,Downtrend,,,
04-13-2016,XAUUSD,Profit,36,Downtrend,,,
04-13-2016,XAUUSD,Profit,106,Downtrend,,,
04-14-2016,XAUUSD,Loss,-144,Downtrend,,,
04-15-2016,XAUUSD,Loss,-232,Downtrend,,,
04-25-2016,XAUUSD,Loss,-132,Downtrend,,,
05-04-2016,XAUUSD,Loss,-165,Downtrend,,,
05-05-2016,XAUUSD,Profit,598,Downtrend,,,
05-05-2016,XAUUSD,Loss,-147,Downtrend,,,
05-09-2016,XAUUSD,Profit,351,Downtrend,,,
05-10-2016,XAUUSD,Loss,-253,Downtrend,,,
05-10-2016,XAUUSD,Loss,-124,Downtrend,,,
05-17-2016,XAUUSD,Loss,-344,Downtrend,,,
05-19-2016,XAUUSD,Loss,-308,Downtrend,,,
05-24-2016,XAUUSD,Profit,51,Downtrend,,,
05-25-2016,XAUUSD,Loss,-69,Downtrend,,,
05-26-2016,XAUUSD,Profit,211,Downtrend,,,
05-30-2016,XAUUSD,Loss,-60,Downtrend,,,
06-17-2016,XAUUSD,Loss,-182,Downtrend,,,
06-17-2016,XAUUSD,Profit,223,Downtrend,,,
06-20-2016,XAUUSD,Loss,-26,Downtrend,,,
06-20-2016,XAUUSD,Loss,-186,Downtrend,,,
06-21-2016,XAUUSD,Profit,215,Downtrend,,,
06-30-2016,XAUUSD,Loss,-55,Downtrend,,,
07-08-2016,XAUUSD,Loss,-25,Downtrend,,,
07-11-2016,XAUUSD,Loss,-224,Downtrend,,,
07-12-2016,XAUUSD,Profit,90,Downtrend,,,
07-12-2016,XAUUSD,Profit,805,Downtrend,,,
07-13-2016,XAUUSD,Loss,-199,Downtrend,,,
07-13-2016,XAUUSD,Profit,136,Downtrend,,,
07-14-2016,XAUUSD,Loss,-237,Downtrend,,,
07-15-2016,XAUUSD,Loss,-175,Downtrend,,,
07-20-2016,XAUUSD,Loss,-101,Downtrend,,,
07-22-2016,XAUUSD,Loss,-121,Downtrend,,,
08-08-2016,XAUUSD,Loss,-62,Downtrend,,,
08-09-2016,XAUUSD,Profit,13,Downtrend,,,
08-12-2016,XAUUSD,Loss,-146,Downtrend,,,
08-19-2016,XAUUSD,Profit,99,Downtrend,,,
08-22-2016,XAUUSD,Loss,-31,Downtrend,,,
08-30-2016,XAUUSD,Loss,-80,Downtrend,,,
08-31-2016,XAUUSD,Loss,-105,Downtrend,,,
09-01-2016,XAUUSD,Loss,-208,Downtrend,,,
09-01-2016,XAUUSD,Loss,-83,Downtrend,,,
09-14-2016,XAUUSD,Loss,-150,Downtrend,,,
09-14-2016,XAUUSD,Loss,-152,Downtrend,,,
09-27-2016,XAUUSD,Profit,63,Downtrend,,,
09-28-2016,XAUUSD,Profit,181,Downtrend,,,
10-04-2016,XAUUSD,Loss,-78,Downtrend,,,
10-05-2016,XAUUSD,Loss,-159,Downtrend,,,
10-05-2016,XAUUSD,Profit,288,Downtrend,,,
10-07-2016,XAUUSD,Profit,685,Downtrend,,,
10-11-2016,XAUUSD,Loss,-34,Downtrend,,,
10-11-2016,XAUUSD,Loss,-45,Downtrend,,,
10-12-2016,XAUUSD,Profit,259,Downtrend,,,
10-24-2016,XAUUSD,Profit,716,Downtrend,,,
10-28-2016,XAUUSD,Profit,39,Downtrend,,,
10-31-2016,XAUUSD,Loss,-110,Downtrend,,,
11-03-2016,XAUUSD,Loss,-179,Downtrend,,,
11-08-2016,XAUUSD,Loss,-77,Downtrend,,,
11-14-2016,XAUUSD,Profit,313,Downtrend,,,
11-16-2016,XAUUSD,Profit,60,Downtrend,,,
11-18-2016,XAUUSD,Loss,-67,Downtrend,,,
11-23-2016,XAUUSD,Profit,524,Downtrend,,,
11-24-2016,XAUUSD,Loss,-21,Downtrend,,,
11-25-2016,XAUUSD,Loss,-187,Downtrend,,,
11-30-2016,XAUUSD,Profit,194,Downtrend,,,
11-30-2016,XAUUSD,Loss,-209,Downtrend,,,
12-01-2016,XAUUSD,Profit,371,Downtrend,,,
12-05-2016,XAUUSD,Profit,134,Downtrend,,,
12-06-2016,XAUUSD,Loss,-148,Downtrend,,,
12-06-2016,XAUUSD,Profit,341,Downtrend,,,
12-09-2016,XAUUSD,Loss,-113,Downtrend,,,
12-13-2016,XAUUSD,Profit,224,Downtrend,,,
12-15-2016,XAUUSD,Profit,68,Downtrend,,,
12-16-2016,XAUUSD,Loss,-54,Downtrend,,,
12-21-2016,XAUUSD,Profit,97,Downtrend,,,
12-22-2016,XAUUSD,Loss,-114,Downtrend,,,
12-22-2016,XAUUSD,Loss,-141,Downtrend,,,
01-03-2017,XAUUSD,Loss,-152,Downtrend,,,
01-20-2017,XAUUSD,Loss,-215,Downtrend,,,
01-25-2017,XAUUSD,Loss,-170,Downtrend,,,
01-26-2017,XAUUSD,Loss,-80,Downtrend,,,
01-27-2017,XAUUSD,Loss,-152,Downtrend,,,
01-30-2017,XAUUSD,Loss,-62,Downtrend,,,
02-10-2017,XAUUSD,Profit,1,Downtrend,,,
02-10-2017,XAUUSD,Loss,-32,Downtrend,,,
02-21-2017,XAUUSD,Profit,62,Downtrend,,,
02-27-2017,XAUUSD,Loss,-207,Downtrend,,,
02-28-2017,XAUUSD,Loss,-98,Downtrend,,,
02-28-2017,XAUUSD,Loss,-145,Downtrend,,,
03-02-2017,XAUUSD,Loss,-21,Downtrend,,,
03-06-2017,XAUUSD,Loss,-83,Downtrend,,,
03-06-2017,XAUUSD,Profit,210,Downtrend,,,
03-07-2017,XAUUSD,Loss,-149,Downtrend,,,
03-08-2017,XAUUSD,Profit,93,Downtrend,,,
03-09-2017,XAUUSD,Loss,-132,Downtrend,,,
03-10-2017,XAUUSD,Profit,62,Downtrend,,,
03-15-2017,XAUUSD,Profit,106,Downtrend,,,
03-15-2017,XAUUSD,Loss,-65,Downtrend,,,
03-30-2017,XAUUSD,Loss,-78,Downtrend,,,
04-03-2017,XAUUSD,Loss,-139,Downtrend,,,
04-03-2017,XAUUSD,Loss,-175,Downtrend,,,
04-05-2017,XAUUSD,Loss,-122,Downtrend,,,
04-06-2017,XAUUSD,Loss,-93,Downtrend,,,
04-10-2017,XAUUSD,Loss,-145,Downtrend,,,
04-17-2017,XAUUSD,Profit,179,Downtrend,,,
04-18-2017,XAUUSD,Profit,232,Downtrend,,,
04-19-2017,XAUUSD,Profit,557,Downtrend,,,
04-20-2017,XAUUSD,Profit,236,Downtrend,,,
04-24-2017,XAUUSD,Loss,-188,Downtrend,,,
04-25-2017,XAUUSD,Loss,-65,Downtrend,,,
04-26-2017,XAUUSD,Loss,-88,Downtrend,,,
04-27-2017,XAUUSD,Profit,109,Downtrend,,,
05-01-2017,XAUUSD,Profit,31,Downtrend,,,
05-01-2017,XAUUSD,Profit,1094,Downtrend,,,
05-04-2017,XAUUSD,Profit,49,Downtrend,,,
05-10-2017,XAUUSD,Loss,-87,Downtrend,,,
05-24-2017,XAUUSD,Loss,-133,Downtrend,,,
06-08-2017,XAUUSD,Profit,647,Downtrend,,,
06-08-2017,XAUUSD,Loss,-146,Downtrend,,,
06-09-2017,XAUUSD,Loss,-21,Downtrend,,,
06-13-2017,XAUUSD,Loss,-87,Downtrend,,,
06-13-2017,XAUUSD,Loss,-79,Downtrend,,,
06-15-2017,XAUUSD,Loss,-137,Downtrend,,,
06-16-2017,XAUUSD,Loss,-93,Downtrend,,,
06-19-2017,XAUUSD,Profit,24,Downtrend,,,
06-20-2017,XAUUSD,Loss,-66,Downtrend,,,
06-27-2017,XAUUSD,Profit,202,Downtrend,,,
06-30-2017,XAUUSD,Profit,14,Downtrend,,,
07-03-2017,XAUUSD,Profit,463,Downtrend,,,
07-04-2017,XAUUSD,Profit,102,Downtrend,,,
07-05-2017,XAUUSD,Loss,-22,Downtrend,,,
07-07-2017,XAUUSD,Profit,588,Downtrend,,,
07-20-2017,XAUUSD,Profit,78,Downtrend,,,
07-26-2017,XAUUSD,Loss,-27,Downtrend,,,
08-01-2017,XAUUSD,Loss,-55,Downtrend,,,
08-02-2017,XAUUSD,Loss,-88,Downtrend,,,
08-14-2017,XAUUSD,Loss,-180,Downtrend,,,
09-12-2017,XAUUSD,Profit,11,Downtrend,,,
09-18-2017,XAUUSD,Profit,278,Downtrend,,,
09-22-2017,XAUUSD,Loss,-49,Downtrend,,,
09-26-2017,XAUUSD,Loss,-119,Downtrend,,,
09-26-2017,XAUUSD,Loss,-149,Downtrend,,,
09-26-2017,XAUUSD,Loss,-60,Downtrend,,,
09-27-2017,XAUUSD,Loss,-178,Downtrend,,,
09-27-2017,XAUUSD,Profit,24,Downtrend,,,
10-02-2017,XAUUSD,Loss,-83,Downtrend,,,
10-02-2017,XAUUSD,Loss,-92,Downtrend,,,
10-13-2017,XAUUSD,Profit,44,Downtrend,,,
10-17-2017,XAUUSD,Profit,50,Downtrend,,,
10-18-2017,XAUUSD,Loss,-103,Downtrend,,,
10-25-2017,XAUUSD,Profit,9,Downtrend,,,
10-27-2017,XAUUSD,Profit,533,Downtrend,,,
10-31-2017,XAUUSD,Loss,-79,Downtrend,,,
11-02-2017,XAUUSD,Loss,-118,Downtrend,,,
11-03-2017,XAUUSD,Profit,900,Downtrend,,,
11-14-2017,XAUUSD,Profit,144,Downtrend,,,
11-16-2017,XAUUSD,Loss,-235,Downtrend,,,
11-16-2017,XAUUSD,Loss,-64,Downtrend,,,
11-20-2017,XAUUSD,Profit,313,Downtrend,,,
11-21-2017,XAUUSD,Loss,-94,Downtrend,,,
11-24-2017,XAUUSD,Loss,-89,Downtrend,,,
11-30-2017,XAUUSD,Profit,163,Downtrend,,,
12-01-2017,XAUUSD,Loss,-25,Downtrend,,,
12-04-2017,XAUUSD,Loss,-100,Downtrend,,,
12-05-2017,XAUUSD,Profit,49,Downtrend,,,
12-07-2017,XAUUSD,Loss,-37,Downtrend,,,
12-07-2017,XAUUSD,Loss,-63,Downtrend,,,
12-07-2017,XAUUSD,Loss,-182,Downtrend,,,
12-08-2017,XAUUSD,Profit,163,Downtrend,,,
12-12-2017,XAUUSD,Loss,-46,Downtrend,,,
12-12-2017,XAUUSD,Profit,189,Downtrend,,,
12-13-2017,XAUUSD,Loss,-99,Downtrend,,,
01-17-2018,XAUUSD,Loss,-83,Downtrend,,,
01-17-2018,XAUUSD,Loss,-112,Downtrend,,,
01-17-2018,XAUUSD,Loss,-122,Downtrend,,,
01-18-2018,XAUUSD,Loss,-64,Downtrend,,,
01-26-2018,XAUUSD,Loss,-177,Downtrend,,,
01-29-2018,XAUUSD,Loss,-144,Downtrend,,,
01-29-2018,XAUUSD,Loss,-119,Downtrend,,,
02-01-2018,XAUUSD,Loss,-129,Downtrend,,,
02-01-2018,XAUUSD,Loss,-191,Downtrend,,,
02-07-2018,XAUUSD,Loss,-134,Downtrend,,,
02-07-2018,XAUUSD,Profit,10,Downtrend,,,
02-07-2018,XAUUSD,Profit,84,Downtrend,,,
02-09-2018,XAUUSD,Profit,95,Downtrend,,,
02-20-2018,XAUUSD,Loss,-71,Downtrend,,,
02-20-2018,XAUUSD,Loss,-94,Downtrend,,,
02-27-2018,XAUUSD,Loss,-154,Downtrend,,,
03-01-2018,XAUUSD,Profit,2,Downtrend,,,
03-08-2018,XAUUSD,Profit,392,Downtrend,,,
03-09-2018,XAUUSD,Loss,-136,Downtrend,,,
03-13-2018,XAUUSD,Loss,-5,Downtrend,,,
03-15-2018,XAUUSD,Loss,-182,Downtrend,,,
03-15-2018,XAUUSD,Profit,22,Downtrend,,,
03-19-2018,XAUUSD,Loss,-4,Downtrend,,,
03-28-2018,XAUUSD,Profit,194,Downtrend,,,
03-29-2018,XAUUSD,Loss,-130,Downtrend,,,
04-05-2018,XAUUSD,Loss,-16,Downtrend,,,
04-06-2018,XAUUSD,Loss,-154,Downtrend,,,
04-06-2018,XAUUSD,Loss,-241,Downtrend,,,
04-23-2018,XAUUSD,Loss,-28,Downtrend,,,
04-23-2018,XAUUSD,Loss,-2,Downtrend,,,
04-24-2018,XAUUSD,Loss,-109,Downtrend,,,
04-25-2018,XAUUSD,Loss,-28,Downtrend,,,
04-27-2018,XAUUSD,Loss,-115,Downtrend,,,
04-30-2018,XAUUSD,Loss,-74,Downtrend,,,
05-02-2018,XAUUSD,Loss,-92,Downtrend,,,
05-07-2018,XAUUSD,Loss,-46,Downtrend,,,
05-07-2018,XAUUSD,Loss,-40,Downtrend,,,
05-09-2018,XAUUSD,Profit,263,Downtrend,,,
05-15-2018,XAUUSD,Profit,271,Downtrend,,,
05-16-2018,XAUUSD,Loss,-56,Downtrend,,,
05-17-2018,XAUUSD,Loss,-43,Downtrend,,,
05-17-2018,XAUUSD,Loss,-33,Downtrend,,,
05-21-2018,XAUUSD,Loss,-121,Downtrend,,,
05-21-2018,XAUUSD,Loss,-114,Downtrend,,,
05-30-2018,XAUUSD,Loss,-123,Downtrend,,,
06-01-2018,XAUUSD,Loss,-130,Downtrend,,,
06-05-2018,XAUUSD,Profit,32,Downtrend,,,
06-13-2018,XAUUSD,Loss,-92,Downtrend,,,
06-15-2018,XAUUSD,Profit,57,Downtrend,,,
06-15-2018,XAUUSD,Loss,-130,Downtrend,,,
06-18-2018,XAUUSD,Profit,134,Downtrend,,,
06-19-2018,XAUUSD,Loss,-77,Downtrend,,,
06-19-2018,XAUUSD,Profit,50,Downtrend,,,
06-28-2018,XAUUSD,Loss,-13,Downtrend,,,
06-28-2018,XAUUSD,Profit,50,Downtrend,,,
07-06-2018,XAUUSD,Loss,-88,Downtrend,,,
07-10-2018,XAUUSD,Loss,-78,Downtrend,,,
07-11-2018,XAUUSD,Profit,226,Downtrend,,,
07-12-2018,XAUUSD,Loss,-85,Downtrend,,,
07-17-2018,XAUUSD,Profit,81,Downtrend,,,
07-18-2018,XAUUSD,Loss,-95,Downtrend,,,
07-18-2018,XAUUSD,Loss,-63,Downtrend,,,
07-18-2018,XAUUSD,Loss,-54,Downtrend,,,
07-26-2018,XAUUSD,Profit,6,Downtrend,,,
07-31-2018,XAUUSD,Loss,-78,Downtrend,,,
08-02-2018,XAUUSD,Profit,245,Downtrend,,,
08-06-2018,XAUUSD,Loss,-46,Downtrend,,,
08-08-2018,XAUUSD,Profit,89,Downtrend,,,
08-08-2018,XAUUSD,Loss,-48,Downtrend,,,
08-13-2018,XAUUSD,Loss,-124,Downtrend,,,
08-14-2018,XAUUSD,Loss,-135,Downtrend,,,
08-14-2018,XAUUSD,Profit,377,Downtrend,,,
08-15-2018,XAUUSD,Loss,-11,Downtrend,,,
08-15-2018,XAUUSD,Profit,146,Downtrend,,,
08-16-2018,XAUUSD,Loss,-76,Downtrend,,,
08-17-2018,XAUUSD,Loss,-6,Downtrend,,,
08-23-2018,XAUUSD,Profit,129,Downtrend,,,
08-29-2018,XAUUSD,Loss,-92,Downtrend,,,
08-29-2018,XAUUSD,Profit,26,Downtrend,,,
09-04-2018,XAUUSD,Loss,-120,Downtrend,,,
09-04-2018,XAUUSD,Loss,-84,Downtrend,,,
09-11-2018,XAUUSD,Loss,-72,Downtrend,,,
09-12-2018,XAUUSD,Loss,-97,Downtrend,,,
09-21-2018,XAUUSD,Profit,73,Downtrend,,,
09-26-2018,XAUUSD,Loss,-83,Downtrend,,,
10-01-2018,XAUUSD,Profit,81,Downtrend,,,
10-01-2018,XAUUSD,Loss,-19,Downtrend,,,
10-08-2018,XAUUSD,Loss,-122,Downtrend,,,
10-08-2018,XAUUSD,Profit,73,Downtrend,,,
10-09-2018,XAUUSD,Loss,-28,Downtrend,,,
10-22-2018,XAUUSD,Loss,-37,Downtrend,,,
10-22-2018,XAUUSD,Loss,-114,Downtrend,,,
10-24-2018,XAUUSD,Loss,-119,Downtrend,,,
10-24-2018,XAUUSD,Loss,-89,Downtrend,,,
10-25-2018,XAUUSD,Profit,30,Downtrend,,,
10-29-2018,XAUUSD,Profit,322,Downtrend,,,
10-31-2018,XAUUSD,Loss,-113,Downtrend,,,
11-05-2018,XAUUSD,Profit,152,Downtrend,,,
11-08-2018,XAUUSD,Profit,152,Downtrend,,,
11-08-2018,XAUUSD,Loss,-113,Downtrend,,,
11-09-2018,XAUUSD,Profit,476,Downtrend,,,
11-09-2018,XAUUSD,Loss,-32,Downtrend,,,
11-12-2018,XAUUSD,Loss,-26,Downtrend,,,
11-12-2018,XAUUSD,Profit,18,Downtrend,,,
11-13-2018,XAUUSD,Loss,-60,Downtrend,,,
11-13-2018,XAUUSD,Loss,-56,Downtrend,,,
11-14-2018,XAUUSD,Loss,-125,Downtrend,,,
11-14-2018,XAUUSD,Loss,-60,Downtrend,,,
12-06-2018,XAUUSD,Loss,-174,Downtrend,,,
12-10-2018,XAUUSD,Profit,83,Downtrend,,,
12-10-2018,XAUUSD,Loss,-78,Downtrend,,,
12-10-2018,XAUUSD,Loss,-118,Downtrend,,,
12-12-2018,XAUUSD,Loss,-50,Downtrend,,,
01-08-2019,XAUUSD,Loss,-41,Downtrend,,,
01-08-2019,XAUUSD,Loss,-124,Downtrend,,,
01-08-2019,XAUUSD,Loss,-176,Downtrend,,,
01-18-2019,XAUUSD,Profit,191,Downtrend,,,
01-21-2019,XAUUSD,Loss,-81,Downtrend,,,
01-28-2019,XAUUSD,Loss,-90,Downtrend,,,
02-04-2019,XAUUSD,Loss,-43,Downtrend,,,
02-07-2019,XAUUSD,Loss,-47,Downtrend,,,
02-11-2019,XAUUSD,Profit,10,Downtrend,,,
02-13-2019,XAUUSD,Loss,-114,Downtrend,,,
02-13-2019,XAUUSD,Loss,-134,Downtrend,,,
02-13-2019,XAUUSD,Profit,305,Downtrend,,,
02-14-2019,XAUUSD,Loss,-118,Downtrend,,,
02-21-2019,XAUUSD,Profit,214,Downtrend,,,
02-26-2019,XAUUSD,Loss,-73,Downtrend,,,
02-26-2019,XAUUSD,Loss,-85,Downtrend,,,
03-01-2019,XAUUSD,Profit,924,Downtrend,,,
03-04-2019,XAUUSD,Loss,-160,Downtrend,,,
03-04-2019,XAUUSD,Loss,-121,Downtrend,,,
03-05-2019,XAUUSD,Loss,-116,Downtrend,,,
03-05-2019,XAUUSD,Loss,-50,Downtrend,,,
03-05-2019,XAUUSD,Loss,-77,Downtrend,,,
03-05-2019,XAUUSD,Loss,-136,Downtrend,,,
03-06-2019,XAUUSD,Loss,-88,Downtrend,,,
03-06-2019,XAUUSD,Loss,-123,Downtrend,,,
03-07-2019,XAUUSD,Profit,203,Downtrend,,,
03-11-2019,XAUUSD,Profit,271,Downtrend,,,
03-14-2019,XAUUSD,Loss,-90,Downtrend,,,
03-26-2019,XAUUSD,Profit,130,Downtrend,,,
