Weekday,Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
Tuesday,13,23.0,1.0,22.0,0.45454545454545453,4585.0,5.3254716981132075,199.34782608695653
Wednesday,13,23.0,0.0,23.0,0.34782608695652173,4442.0,2.9821508255243194,193.1304347826087
