Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,817.0,2.0,815.0,0.3423312883435583,-5640.0,0.9375981943307296,-6.903304773561811
14,705.0,0.0,705.0,0.3404255319148936,-2343.0,0.9689857834961481,-3.323404255319149
15,694.0,0.0,694.0,0.3631123919308357,-287.0,0.9953736540073506,-0.41354466858789624
