Weekday,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
Monday,478.0,1.0,477.0,0.35639412997903563,5027.0,1.1115648372134312,10.51673640167364
Tuesday,456.0,0.0,456.0,0.3684210526315789,6627.0,1.1499321266968325,14.532894736842104
Wednesday,436.0,0.0,436.0,0.3348623853211009,-13353.0,0.6981554319815543,-30.626146788990827
Thursday,446.0,1.0,445.0,0.3415730337078652,-9119.0,0.8118319508068177,-20.446188340807176
Friday,395.0,0.0,395.0,0.3367088607594937,2368.0,1.0516387901519944,5.9949367088607595
Saturday,2.0,0.0,2.0,0.5,36.0,4.0,18.0
Sunday,3.0,0.0,3.0,0.3333333333333333,144.0,2.0588235294117645,48.0
