Hour,total_trades,breakevens,evaluated_trades,win_rate,net_pips,profit_factor,avg_pips
13,413.0,1.0,412.0,0.32281553398058255,1517.0,1.0326960794878979,3.6731234866828086
14,402.0,0.0,402.0,0.35572139303482586,2270.0,1.0524515920329036,5.646766169154229
15,406.0,0.0,406.0,0.3669950738916256,3854.0,1.1075905195276514,9.492610837438423
